,Movie,Year,Genre,RunTime,Rating,Director,Actor,Description,IMDB_Score,Metascore,Votes,USA_Gross,Category
101,Prodigal,(III) (2011),"Short,Sci-Fi",25 min,TV-G,BenjaminGrayson,"KennethBranagh,WinterAveZoli,JenniferMorrison,TravisCrim","A father seeks redemption by rescuing his daughter, a PRODIGAL, from two organizations hell-bent on acquiring her ""special"" abilities.",6.9,,83,,Marvel
102,The Infinite Six,(2015 Video),Short,7 min,,,"KevinFeige,JamesGunn,ChrisHemsworth,JeremyLatcham","This short explains the six infinity stones that are at the heart of the Marvel cinematic universe. ""Age of Ultron"" executive producer Jeremy Latcham talks about how the stones were adapted from the comics to film.",5.6,,43,,Marvel
103,Iron Man 3: The Prologue,(2013),"Short,Action",,,DanMintz,"TomerOz,ShaunToub,XueqiWang,JingWu",a Plot,6.2,,25,,Marvel
104,Captain America: Civil War Save a Hero Campaign,(2016 Video),Short,,,PatrickBoivin,achelKylian,a Plot,6.0,,7,,Marvel
105,Jack Kirby: Story Teller,(2007 Video),Documentary,64 min,,,"NealAdams,MarkEvanier,LisaKirby,NealKirby","The life of Jack Kirby as a comic book artist, from his humble beginnings to being the King of Comics.",6.5,,45,,Marvel
106,19th Annual Critics' Choice Movie Awards,(2014 TV Special),,120 min,,MichaelDempsey,"AishaTyler,JamesMarsden,ChristinaApplegate,ChristianBale",a Plot,6.2,,40,,Marvel
107, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,BradTurner,"JohnShea,VictoriaPratt,LaurenLeeSmith,ForbesMarch","Mutant X encounters a new faction of New Mutants - the Strand, led by the powerful first mutant, Gabriel Ashlocke.",7.1,,32,,Marvel
108, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,AlanGoluboff,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",Mutant X tracks down a rogue scientist while Shalimar breaks away from the team to help Adam save the scientist and uncover the real bad guy.,5.6,,27,,Marvel
109, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,BillCorcoran,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",Mutant X unearths an old military experiment involving an age-reversal serum and is surprised to discover that Jesse's grandfather is a one of the test subjects.,5.4,,19,,Marvel
110, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,AndrewPotter,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster","A young New Mutant from Adam's past shows up, seeking revenge for her father's death.",6.8,,30,,Marvel
111, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,AndrewPotter,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche","As the Mutant X team fights to retrieve a formula hidden in a collection of artwork, Shalimar is given vital information from a mysterious source.",6.1,,22,,Marvel
112, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,OleySassone,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster",The team face their most dangerous mission yet when they set out to stop a group of eco-terrorists.,6.4,,21,,Marvel
113, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,JohnFawcett,"JohnShea,VictoriaPratt,VictorWebster,DerwinJordan","Jesse is roped into a deadly undercover mission by his estranged father, who is working against Eckhart.",6.5,,30,,Marvel
114, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,BrentonSpencer,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","A mutant who was disembodied takes over the bodies of various people. And sets out to go after the ones who did this to him. And one of them is a doctor, Shalamar likes.",6.2,,24,,Marvel
115, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,TimothyBond,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",The Mutant X team learns about Lexa's estranged twin brother when he becomes the main target of an underground operation harvesting mutant organs.,5.9,,24,,Marvel
116, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JonathanHackett,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche","Lexa's suspicions lead Mutant X to unveil a traveling death camp, which is posed as a circus for mutant refugees and Mutant X's enemy within the Dominion.",6.1,,28,,Marvel
117, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,BillCorcoran,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche","While Brennan and Shalimar investigate a mysterious plane crash, Lexa contemplates her future with the Mutant X team.",5.4,,22,,Marvel
118, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,GraemeCampbell,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","A boy who's developing new mutant abilities has been kidnapped. The team tries to find him, for his mother. They later learn she was the one who had her son kidnapped. She said it was too ...                See full summary »",6.3,,38,,Marvel
119, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,StaceyStewartCurtis,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster","The team set out to save Brennan, who has become trapped inside an invisible town - and is facing execution for a crime he didn't commit.",6.0,,24,,Marvel
120, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JorgeMontesi,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","Mutant X and Genomex are both captured on film using their powers, and they both have to deal with the reporter who plans to go public with the information.",5.9,,28,,Marvel
121, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,JonCassar,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",The team encounters some people trying to break into a Genomex lab and discover that they're ferals. They learn that they're military and that they're entire unit was experimented on which ...                See full summary »,6.5,,30,,Marvel
122, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,BradTurner,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",The team tries to stop Eckhart from acquiring a rare element. But a thief gets it. The woman who has the ability to make men fall in love with her sets her sights on Brennan. She makes him ...                See full summary »,6.5,,34,,Marvel
123, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,RichardFlower,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",Brennan is forced to return to his criminal past when Mutant X discovers that his old partner is involved in stealing secrets from the Dominion.,6.1,,22,,Marvel
124, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,JonCassar,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","An old friend of Brennan's lures him and Emma into a trap - Emma ends up split into two separate entities, one good and one evil.",6.3,,32,,Marvel
125, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,BillCorcoran,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",Mutant X must stop a scientist from cloning women for use as slaves in his ultra-exclusive men's club.,5.7,,20,,Marvel
126, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JorgeMontesi,"JohnShea,VictoriaPratt,LaurenLeeSmith,ForbesMarch",Shalimar's former boyfriend shows up and is trying to recover a Faberge Egg that holds a microchip of extraordinary power.,6.1,,31,,Marvel
127, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-14,BillCorcoran,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","A mysterious tribunal finds Adam guilty of trying to dominate the world with his super-mutants and sentences him to death, sparking the rest of the team into life as they set out on a mission to save him.",5.7,,20,,Marvel
128, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,T.J.Scott,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","Shalimar becomes close to another feral when it's ""lust at first sight,"" but matters become complicated when her new boyfriend tries to find a cure for his condition.",6.4,,55,,Marvel
129, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,OleySassone,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",The team go undercover to investigate unexplained deaths in a prison.,6.4,,19,,Marvel
130, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,JonCassar,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster","Brennan is captured and falls under Eckhart's control, and forced to work against the New Mutants.",6.3,,63,,Marvel
131, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,AndrewPotter,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche","When Jesse's life hangs in the balance, Brennan must connect to him and lead him through past memories they've shared in order to save his life.",6.5,,23,,Marvel
132, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,JohnBell,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","Jesse falls in love with a computer hacker, who Eckhart wants to ""procure"" to use to corrupt the public computer news channels against New Mutants and to the GSA's benefit.",6.1,,39,,Marvel
133, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,AndrewPotter,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster","The team are on the trail of a pyromaniac mutant who is causing mayhem, and Shalimar is forced to set aside her fear of fire to save Emma",6.4,,17,,Marvel
134, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,KenGirotti,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","Emma reunites with an old friend who possesses telecyber powers. The reunion turns dangerous, however, when Michelle tries to turn Emma over to the GSA.",4.0,,46,,Marvel
135, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,PhilipDavidSegal,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche","In the exciting season opener, the surviving members of Mutant X emerge from a deadly explosion to meet the beautiful and mysterious Lexa, who makes them begin to question fundamental assumptions about their world.",6.7,,23,,Marvel
136, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,AndrewPotter,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",A New Mutant is kidnapped from his family and Mutant X set out to recover him and find out what Eckhart's interest in him is.,6.4,,50,,Marvel
137, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,JohnBell,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",The team encounters a mutant who kills other mutants by draining their energy. And can also come back to life after being killed. He eventually captures Emma.,6.5,,32,,Marvel
138, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JonathanHackett,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster",Shalimar reluctantly agrees to contact her estranged father when the team learn his company is involved in genetic testing and manipulation.,5.7,,20,,Marvel
139, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,JohnBell,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","Eckhart seeks a mutant who can absorb energy, one who Brennan becomes romantically involved with.",6.7,,39,,Marvel
140, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,GraemeCampbell,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster",When a plague that only affects mutants is raging. Adam and Eckhart agree to work together to find a cure. And helping Adam is a mutant who is impervious to harm who thinks of it more as a curse rather than a blessing.,6.5,,44,,Marvel
141, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,BillCorcoran,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche","A mutant who has the ability to inter phase with any computer with his mind, who is paralyzed after an encounter with the team, takes over Sanctuary's computers. Shalimar and Lexa get out, ...                See full summary »",5.6,,22,,Marvel
142, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JorgeMontesi,"VictoriaPratt,VictorWebster,ForbesMarch,LaurenLeeSmith","A military plane is shot down behind enemy lines, prompting the team to make a desperate bid to recover the secret government weapon that is hidden on board, before innocent lives are threatened.",6.3,,28,,Marvel
143, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,T.J.Scott,"JohnShea,VictoriaPratt,LaurenLeeSmith,ForbesMarch",A mutant with telepathic abilities who can make people experience mentally anything he wants manages to get into the minds of Mutant X. Now he is making them experience their worse fears. ...                See full summary »,7.1,,34,,Marvel
144, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,BrucePittman,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster",The team step in to protect a main prosecution witness whose life has been threatened prior to the trial.,7.4,,25,,Marvel
145, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,BillCorcoran,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",The team wrestle to contain Brennan's out-of-control mutant powers when he puts the mission to protect a senator's daughter in danger.,7.6,,29,,Marvel
146, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,T.J.Scott,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch","In a desperate attempt to save his own life, Ashlocke revives an ancient Egyptian alchemist who poses a lethal threat to the Mutant X team.",6.8,,32,,Marvel
147, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,RenéBonnière,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",Brennan and the Mutant X team join forces with a time traveling mutant to defuse a bomb threatening devastating consequences.,6.0,,21,,Marvel
148, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,MilanCheylov,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster",The team struggle to disempower a military colonel who has threatened to unleash a nuclear holocaust.,6.0,,29,,Marvel
149, Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,TV-PG,KenGirotti,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster",Adam is framed for murder by a New Mutant with the ability to steal people's memories.,6.2,,27,,Marvel
150, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,TimothyBond,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",Brennan battles with a Guardian of the Prophecy to stop the late mutant Ashlocke's plan from beyond the grave of world domination.,6.0,,23,,Marvel
151, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JorgeMontesi,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",Shalimar gets into difficulties when the team encounter a Cold War-era mutant with the ability to alter reality and destroy people's minds.,6.0,,20,,Marvel
152, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,T.W.Peacocke,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",The team help the crew of an ocean research station threatened by a prehistoric creature - previously thought to be extinct.,6.1,,22,,Marvel
153, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,T.J.Scott,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",Mutant X comes to the aid of a teenager New Mutant pursued by Russians - she holds the secret to a new weapon that targets mutants.,6.0,,58,,Marvel
154, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,AndrewPotter,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche",The Mutant X team is called in to investigate bizarre activities occurring at a local hospital.,5.6,,19,,Marvel
155, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JohnBell,"ForbesMarch,VictoriaPratt,LaurenLeeSmith,VictorWebster","Three extraterrestrials who pose a serious threat to humanity target Shalimar, so the team set out to save her from their evil clutches.",6.7,,27,,Marvel
156, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,AndrewPotter,"VictoriaPratt,VictorWebster,ForbesMarch,KarenCliche","Many of the mysteries surrounding Mutant X are revealed when Lexa and Jesse are captured by the Dominion and the team, along with Adam, goes in to rescue them.",6.2,,38,,Marvel
157, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JorgeMontesi,"ForbesMarch,VictoriaPratt,VictorWebster,KarenCliche",The Mutant X team is brought in to help a military base that has become infected with a deadly disease.,5.5,,21,,Marvel
158, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,JohnBell,"VictoriaPratt,VictorWebster,ForbesMarch,LaurenLeeSmith","Ashlocke is desperate to find a cure for his fatal condition, and infiltrates the Sanctuary to blackmail Adam into getting hold of the antidote.",5.9,,27,,Marvel
159, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,OleySassone,"JohnShea,VictoriaPratt,VictorWebster,ForbesMarch",Brennan's shady ex-girlfriend turns to him for help when her latest scam takes a deadly turn.,6.1,,24,,Marvel
160, Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,TV-PG,TerryIngram,"ForbesMarch,VictoriaPratt,VictorWebster,KarenCliche",The Mutant X team embarks on a mission to locate and capture a powerful super-mutant who possesses god-like powers.,5.2,,19,,Marvel
